estimator_type,n_features,trajectory_length,process_variance,measurement_variance,loss_name,loss_in_dB,loss_std_in_dB,state_loss_in_dB,state_loss_std_in_dB,data_config,training_config,data_name,model_name,time,train_random_variance,test_random_variance
KalmanNetNN,1,250,0.0001,1.0,velMSE,3.3494582058165943,1.9054186340699424,[-4.93057879  3.34945821 -4.54166548 -5.29041879],[0.78307008 1.90541863 3.35919928 2.96760451],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:43:25,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,1.0,defMSE,-5.919712907586101,1.3553706106881958,[ -6.27086233  -1.89147512 -14.65168188  -9.73406677],[0.61683481 1.84925834 3.20676808 0.78246006],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:48:44,None,None
KalmanNetNN,1,250,0.0001,1.0,defMSE,-6.105049414603214,3.5030251063155116,[ -7.66479406  -1.0886652  -17.43290313 -18.79406153],[2.87144463 3.67116843 4.22716057 1.81482406],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-3', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.001)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-03_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:49:05,None,None
KalmanNetNN,1,250,0.0001,1.0,defMSE,6.2796144376394425,3.68042540154904,[-3.88945275  9.48416285  7.7677749   2.33956398],[1.99569346 3.79262503 3.88784424 3.29327661],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_lr5e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:49:27,None,None
KalmanNetNN,1,250,0.0001,1.0,defMSE,-6.110880234780286,1.0963126272386372,[ -5.9658794   -2.10523992 -18.11529762 -10.22405982],[0.61790011 1.46447869 3.19472757 0.7227456 ],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:49:48,None,None
KalmanNetNN,1,250,0.0001,0.1,defMSE,-12.737705600055211,1.2058958852590216,[-15.60785988  -8.06315161 -16.9115413  -20.50671927],[0.56195746 1.3727148  3.20647059 2.3870607 ],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:50:10,None,None
KalmanNetNN,1,250,0.0001,0.1,defMSE,-12.09161294528725,1.699031021419776,[-15.56643003  -7.38245284 -18.52921773 -16.45482587],[0.6401983  1.98733861 2.97587681 1.29303757],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-3', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.001)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-03_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:50:31,None,None
KalmanNetNN,1,250,0.0001,0.1,defMSE,-12.758524385681005,2.0376845960424053,[-16.30592093  -7.83265184 -19.11341653 -19.37543841],[1.06994278 2.27856515 3.19013923 1.52584425],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_lr5e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:50:53,None,None
KalmanNetNN,1,250,0.0001,0.1,defMSE,-12.800265456382613,1.040660311894996,[-16.08242279  -8.16265228 -16.02725291 -21.16995469],[0.62803324 1.11733734 3.31680856 3.10299662],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:51:15,None,None
KalmanNetNN,1,250,0.0001,0.01,defMSE,-3.040875327153185,3.9326835729890126,[ -2.30966082  -0.87185752 -11.03592645  -2.99693991],[4.08414677 3.77902442 3.6072558  4.51235978],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:51:37,None,None
KalmanNetNN,1,250,0.0001,0.01,defMSE,-13.979147281100905,3.630508424162459,[-20.6904749   -8.87943485 -18.35337238 -21.28871109],[3.23733801 3.71938367 4.13677726 3.54514224],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-3', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.001)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-03_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:51:59,None,None
KalmanNetNN,1,250,0.0001,0.01,defMSE,-13.954464630220503,3.082652382990272,[-21.52245056  -9.0919743  -17.07931963 -19.57330465],[2.67086855 3.35215236 3.25030821 3.31151181],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_lr5e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:52:20,None,None
KalmanNetNN,1,250,0.0001,0.01,defMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:52:42,None,None
KalmanNetNN,1,250,0.0001,0.001,defMSE,-13.22283232659625,4.361633999636597,[-24.08991035  -9.44633328 -15.35268127 -13.5857115 ],[4.22848326 4.38866197 4.21126101 4.46473491],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:53:04,None,None
KalmanNetNN,1,250,0.0001,0.001,defMSE,-18.130780740007598,5.131860835137683,[-28.38941701 -13.17140895 -20.86181534 -24.33335623],[4.50044398 5.27500476 4.93344846 4.45751969],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-3', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.001)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-03_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:53:25,None,None
KalmanNetNN,1,250,0.0001,0.001,defMSE,-17.10825702717007,3.6478965256250167,[-26.73101132 -11.80117065 -21.25067871 -26.62824221],[3.4045798  3.75539838 3.90681939 2.28158205],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_lr5e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:53:47,None,None
KalmanNetNN,1,250,0.0001,0.001,defMSE,-14.343072903692002,3.3769288935381443,[-22.03448059  -8.8617745  -21.34530997 -24.45177681],[3.29838625 3.46204919 3.32486339 2.46990957],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T14:54:09,None,None
KalmanNetNN,1,250,0.0001,1.0,velMSE,2.348835368291649,1.6059144265705738,[ -5.63015271   2.34883537 -10.12280239  -4.15262107],[0.60026392 1.60591443 2.27731492 1.40369107],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:04:22,None,None
KalmanNetNN,1,250,0.0001,1.0,velMSE,3.944870477343069,3.7963144737101384,[-4.96609578  3.94487048 -4.49154731 -4.73121494],[2.70540227 3.79631447 5.67849839 2.88903413],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:04:44,None,None
